P45985	Q14315
P61981	Q13523
Q8IXJ6	Q99623
Q9BW60	O75832
Q9UNM6	O00487
Q15287	Q9NQ29
P61981	Q8TEW0
Q05084	P26441
Q9BV57	P11182
O76081	O76003
Q9HC24	P23284
Q05639	P24534
Q9P1U1	P59998
Q12834	Q15323
Q14240	O43795
O60232	O60496
Q14240	P11940
Q15714	Q14204
P40337	O75716
Q9HC24	Q13505
P41235	O76070
P61981	Q9P0K7
Q14164	P35580
Q13530	Q9HAV4
Q14240	Q9UBQ5
Q9BRP4	O00231
P60842	Q14152
O00422	P04844
P49407	Q13428
P30305	Q15323
P23508	P55072
Q15287	O95232
Q15714	P58107
P49407	O14646
Q13541	P06730
P15090	Q92882
Q13418	Q01804
O75365	Q9BPX3
Q9Y5J5	Q8WUM4
Q9Y478	Q9H2U1
O75365	Q9Y5M8
O14908	P57678
P27348	P15056
Q9UBC1	Q9NQ29
O00141	Q16543
O95379	Q93096
Q9Y5J5	Q6P3X3
Q99623	P14923
P32121	O00629
Q7L1Q6	Q9Y6E2
Q14240	O00571
Q96JB5	P61960
P60520	Q9Y4P1
P14678	Q14204
P61966	P61026
Q9H8S9	P05109
Q96BK5	P10599
Q16611	Q12802
Q38SD2	P05109
P49662	Q9UQE7
Q14152	Q7L2H7
O60739	P62280
P56537	P39023
Q15170	O95757
P24941	P61081
Q99608	P62280
O43586	Q9Y265
P62380	P52655
Q15714	P46379
P31946	Q9UDY2
Q12974	Q93096
Q9NRM2	P49753
Q9Y2Q3	P04844
Q15008	O00487
Q9UHX1	Q9NZI8
Q14152	O15371
P78549	P12883
Q13530	O15260
P40337	O15067
P61981	Q53ET0
P27348	Q9NZT1
O43586	P46778
P61981	Q8NEM2
P27348	O96013
Q9UHX1	P26368
Q9Y4K3	P11586
O00255	Q9NS64
Q15287	Q9BUQ8
P62380	P52657
Q92882	Q9BV57
Q9Y5L4	Q9Y5J9
O43586	P62899
Q38SD2	Q86UR5
O14908	Q8N1F7
P62330	P49366
Q9ULA0	Q9NSB4
Q9BW60	Q6IBS0
O15479	P62249
P43686	P17980
O75940	Q01844
P49407	P36575
O75716	Q6P2I7
P62380	Q15126
P31946	Q7Z401
O75618	Q9H6Z4
Q9H8T0	P41252
P23508	P05783
P32121	Q14137
Q9NX58	Q15323
P41235	O75716
Q14164	P13797
O75688	P09327
O00273	O76075
P50053	P31025
O75365	Q86Y56
P25942	O00141
Q9Y4K3	P49321
Q9NY93	P46781
O15121	O15260
Q9Y2B9	Q9Y664
Q96CS7	Q15323
Q96T60	O60936
P43686	P35998
P25942	Q9Y4E8
P63104	P15056
P11802	P42773
P78545	Q14697
Q9H0T7	Q96FZ7
Q9UQM7	Q9NZZ3
P49662	P06396
P78545	Q9NZC4
Q9BRX2	P28288
P43686	O00231
Q13617	Q9Y5L4
P78545	P31939
P49841	Q9H2U1
O43586	Q9Y6E2
Q6XUX3	P58546
P63104	Q07866
P00568	Q8NEZ4
Q9NSA3	P10619
Q99608	Q96G23
O75832	O00232
Q14240	O95400
Q6IBS0	Q9NSB4
Q9BSL1	Q9UKX2
O76071	Q8N163
Q9H8T0	Q3ZCQ8
Q15714	Q99707
O00264	Q86Y56
P49841	Q9H7B2
P32121	P49407
Q16394	Q92882
P43686	O95816
Q9Y230	Q9Y265
Q9NY93	P62807
O43427	P56537
O43586	Q02543
Q8IXJ6	P13807
P63104	O96013
Q9Y575	P06702
Q9Y2Q3	P28222
P56537	Q9BZE4
O75365	P28340
P14678	Q15020
P60604	Q9UKV5
O60285	P01877
P49407	O00505
Q9NVP2	Q6ZRQ5
Q9Y5J5	O75746
Q00169	Q15014
Q15853	P29508
P61966	Q6NXE6
Q9Y6F1	Q16778
Q15654	P27105
Q9NX58	Q02543
Q99608	Q9UBM7
Q99623	Q92621
O95400	P07237
Q9Y230	P62280
Q9Y4K3	P41252
P27348	Q08AE8
P63104	P62995
P31939	P27105
Q9UJU6	P11802
P41235	Q92878
P28566	P17980
Q9Y664	P57735
O75352	Q15758
Q9Y5J5	P42704
O14908	P33993
P40337	P07741
P49662	Q9Y5M8
O60496	Q9UBS4
Q9Y2Q3	Q15029
O75569	Q9NZI8
Q9H6Y7	Q9P031
O95863	Q96NG3
Q15853	P06702
P40337	P24941
Q9Y5S2	P39023
Q15287	Q9P2I0
P61966	P53985
P62330	Q13310
Q15773	P28288
Q15008	P43686
Q9UKS6	O60936
Q99623	Q96T76
O60427	Q9UBM7
Q9BRP4	P35998
Q96DI7	Q9UHV9
Q96T60	Q8N1F7
Q9Y6E0	P05090
P61981	P04049
Q2NKX8	P35244
Q9UBE0	Q9P2D8
Q9UHX1	P14866
Q9NRG4	Q16543
P40337	Q16658
P52429	Q01105
Q9Y5J5	O75964
Q9UHX1	Q8WZ42
Q9Y4K3	Q14697
O95990	P63151
Q9P2S5	Q8N163
P32121	Q9H9J2
O43660	Q9H3G5
P61981	Q92625
Q8N1I0	P14866
Q9Y5V3	O95071
P25942	P52434
Q9UNM6	P25788
Q6IBS0	P47755
Q15287	O43395
P49841	Q16637
P23508	P26639
O43586	Q9Y3U8
P40337	O95267
P51946	Q96JH8
O75352	O95714
Q6IBS0	O76013
Q9Y6T7	Q15323
P23508	Q01813
Q9UNM6	P62333
P40337	Q9H0U4
P24941	Q99523
O75365	P43246
Q8IXJ6	Q9NQC3
P78545	P26639
P49841	Q9NZI8
Q9Y2Q3	P39656
Q9Y5J5	Q9Y5L0
O75940	P37268
P40337	P62877
Q9P2S5	O60925
P27348	Q6ICG6
Q9NY93	Q13823
O60739	P00492
P40337	Q15843
O75940	Q12874
P23508	Q9BUL8
P40337	Q9Y3A3
P50053	Q96JB5
P31939	Q9Y375
O00273	Q15751
P49841	P08621
Q9Y6J8	Q14683
Q9BRX2	Q3ZCQ8
Q9Y575	P05109
P49662	Q9H936
O00273	P23508
Q9H8T0	Q14203
P23508	P61289
Q15714	P41252
P27348	Q9Y383
O60285	P10644
P32121	P22087
Q9NVP2	Q13111
Q9Y6T7	Q9Y5E4
Q9NX58	Q9H0A0
P60604	Q9Y4E8
P62633	P38159
O14874	Q5W0B1
O14874	Q52LJ0
O14874	O00442
Q9NY93	O60783
P52429	Q9BZD4
Q9Y2Q3	Q8N163
Q13418	Q9HBI1
P60510	Q9NY27
Q15853	O95757
O14730	P0DP23
Q15714	P24941
Q15714	Q9H936
P63104	Q14978
P49407	Q92541
Q9NPF4	P31689
O76071	P33992
Q14232	P81605
Q13418	Q9Y679
O15479	P67870
P23508	P21796
Q99623	Q9UHI6
P05452	Q9Y2W1
Q15853	Q12974
P32121	O00541
Q9NVP2	Q8WZ42
P24941	O15294
Q9ULA0	O95239
P23508	Q5VSL9
P43686	P51665
O14730	P22087
Q99623	Q8N1F7
Q15287	Q01130
Q9Y4K3	P26639
O94817	Q9Y679
O94817	Q15459
O14593	Q96EY7
P21796	P33176
P62633	P62899
P42773	Q9NXS2
P11171	P22234
O15527	P62306
Q15714	P52272
P25942	O00571
Q9NQY0	P84090
P56537	P35637
Q9GZS1	Q9BUJ2
P20823	P0DP23
P27348	A6ND36
P63104	Q96F86
Q9BS40	Q5TB80
O00442	P46778
Q9NVP2	P68431
P49662	P24941
Q9NX58	Q13823
Q9HC98	Q9HAV4
O43586	P61513
P32121	Q6DKI1
Q9NY93	P82933
Q13418	Q9Y678
O00264	P39656
O75940	Q9NQ55
Q9BS40	Q9Y2W1
Q9Y5V3	P42704
Q15008	P55036
O00422	P46459
Q15714	Q8N766
P62633	P62249
Q31612	Q99460
P40337	P26639
P40337	P13693
O60739	P22061
Q9Y6J8	Q9UBB4
Q9Y4K3	P22234
Q9P2S5	Q13098
P27348	Q9NQU5
P27348	Q07955
P62633	Q9NRW3
Q16611	P61160
Q16611	O75592
P49662	P20618
P56537	Q9BX66
Q9Y5J5	O95433
P84996	Q9Y265
Q9NX58	Q96GQ7
Q15853	P05109
P40337	P35244
P11802	P57678
Q14232	P14866
Q9Y5V3	Q9UQE7
P63104	Q9NSK0
P24941	Q96Q40
P78545	P23458
P56537	Q92839
Q9GZS1	Q9UHI6
Q9P2S5	P55072
P27348	O75494
O95400	Q8IUR6
Q9Y2Q3	Q9NVI1
P56537	P04181
Q96RG2	P20618
Q9UHX1	Q13310
P40337	P50748
P40337	P22061
Q9NX58	Q13347
O15479	P46779
Q9Y5V3	Q86Y56
O75365	O95831
P27348	O43491
Q96RG2	P61964
Q9Y5J5	O43264
O76081	P40222
Q15287	P78362
O00141	P01876
Q15287	Q93009
Q9Y2Q3	P33993
Q9Y5V3	Q9NVI1
P29372	P21266
Q15714	Q9H9B4
Q12834	Q9BYQ3
P31946	Q9P2M7
P49662	P52701
Q9NSA3	P30153
Q9Y5V3	P53007
Q15287	P54136
P19532	Q14152
P19532	P35244
Q9Y4K3	Q76L83
P61981	Q14525
Q9Y6J8	Q9H223
Q9UFF9	P33993
Q9Y5V3	Q9ULX6
O00442	P22087
P40337	P04080
Q9NY93	P47914
P43686	Q8N3K9
O00141	P41252
Q9NPH0	P84090
Q99623	P58107
Q15287	Q92620
Q9UHX1	Q13283
P25942	Q5W0B1
P40337	Q92839
Q9H1Y0	P12268
Q9Y5V3	Q9Y3T9
Q96EZ8	P10644
Q13617	Q9NXV2
Q9Y478	P35580
P27348	Q9P0V3
P62633	P39019
Q13418	Q9H2U1
P56537	P22234
P60510	P46379
O00422	O75964
O00141	Q9UQ80
P23508	Q96QK1
O76081	Q01105
P11171	P27797
Q96BK5	P23526
P40337	Q9UQN3
Q9P2S5	Q5W0B1
P63104	Q9Y2A7
O43353	P63173
P60604	Q9UDY8
P27348	Q13247
Q9NVP2	Q9Y2R9
Q9Y664	Q9Y679
O75365	Q14139
O75940	Q15427
O76070	P25205
P25942	P22087
P60604	P31146
O60739	P05198
P49841	P53396
Q9BS40	Q14011
Q15287	P09012
Q9Y6E0	O60506
P63104	P14866
P62633	Q99848
P62633	Q9BUJ2
Q9GZS1	Q9NXS2
O75569	Q9Y3U8
P61981	Q15276
P62633	O60506
O43427	Q9Y6B7
O60739	P19105
P23508	P09960
Q9UNM6	Q9H936
O14908	Q6P996
O76070	Q96AE4
P49662	Q93008
Q9BS40	O75122
O14965	P68036
Q9P2S5	P31948
Q9Y5S2	Q8TDN6
Q14240	P06753
Q13418	P04792
Q9UNM6	P82279
Q9UNM6	P07332
O75940	Q9Y265
Q15714	Q9Y5M8
O95990	P81605
Q15853	P35637
P40337	P23284
Q60I27	P20339
O94763	O94763
Q9UQL6	P27348
P41279	Q00653
P41279	Q04206
Q04864	P41279
Q92844	Q13114
Q13233	Q16543
Q13233	P61962
Q13233	P36578
Q99759	P61981
P19838	O60271
Q00653	O15027
Q00653	Q04206
Q00653	O75604
P19838	Q01201
Q00653	P19838
Q04206	Q9ULX6
Q01201	Q4VC05
Q01201	Q9UBN7
Q01201	P19838
Q01201	Q92922
Q01201	Q8TAQ2
Q01201	Q12824
Q9NYJ8	Q15750
P20333	P01375
Q9Y4K3	P28074
Q9Y4K3	P17980
Q9Y4K3	Q99460
Q9Y4K3	O00232
O94817	O75533
P52565	P51991
P31939	Q96DG6
Q9HAW0	Q9UIA9
Q9HAW0	Q86Y56
Q9HAW0	Q8TEX9
Q9HAW0	Q9NVI7
Q9HAW0	Q9C0E2
Q9HAW0	P56192
Q9HAW0	P57678
Q9HAW0	Q01804
Q9HAW0	Q9NVI1
Q9HAW0	Q8N1F7
Q92796	Q92764
Q92796	Q9NSB4
Q92796	Q9BQ90
Q93063	Q9Y4L1
Q93063	P0C7M8
O43427	P0C7M8
O43427	P14174
P60520	P69891
O60739	P51149
O15479	P62854
O15479	P83881
P01106	O75643
P01106	Q9H583
P01106	P52701
P01106	P33993
P01106	Q07864
P01106	Q92974
P01106	P57678
P01106	Q9Y5Q9
P01106	P51532
Q9HC98	O00159
P22392	P28222
P22392	P31939
P22392	P25787
Q9BZ23	Q9BS40
Q9BZ23	O14827
Q9BZ23	Q9H0J4
P10644	P17612
O43586	Q9NR30
O75365	Q8IYB5
P41220	Q9P2D0
P41220	P60228
O14730	P43360
Q15287	O14893
Q15287	Q9Y3F4
O00442	Q9NR30
Q9UHX1	O75533
Q9UHX1	P51991
Q8IXJ6	P49591
Q9Y6E0	Q01469
Q15583	Q9NVU7
P61981	Q9H0B6
P27348	Q9H0B6
P27348	Q9BZ23
P63104	Q6PKG0
P35222	O60716
P35222	P14923
Q00597	P0DMV8
Q00597	P19525
Q03164	Q9UBL3
Q03164	Q9Y5Z7
P51610	O00255
Q9Y5Z7	O00255
Q03164	O00255
Q9Y5Z7	Q03164
Q15291	Q03164
Q9UBL3	Q15291
Q9UBL3	P51610
Q14686	Q99929
Q15291	Q8NEZ4
Q14686	Q15291
P04637	Q12888
P25054	P35221
Q00597	Q9HB96
P35222	P27986
Q13873	Q6UWW8
Q13873	P02511
O15169	P35222
Q13363	Q9H307
Q14686	P05412
Q15788	P05412
Q14686	P19838
Q14686	Q04206
Q14686	P10828
Q15654	P56945
Q13315	P38398
P25054	P15941
P11274	P08631
Q13315	Q9BXW9
Q13535	P38398
P38398	P16104
P38398	P51668
Q07817	Q92934
Q99728	Q04206
Q99728	P43246
P29350	P11274
P11274	P29350
P38398	Q15853
P01106	Q13287
P00519	P29350
Q9BXW9	P54132
P54132	P16104
Q12888	P16104
P54132	P04637
P54132	P39748
P38398	O60333
P38398	Q15596
P38398	Q96EY1
P38398	Q13503
P38398	P28324
P17275	P38398
Q92793	P38398
P38398	Q06609
Q13315	P54132
P38398	P54132
P40692	P54132
P52701	P54132
P38398	Q92878
P49959	Q92878
O60934	Q92878
O43683	Q13547
Q9Y6D9	Q13547
P12830	Q92769
Q9Y6D9	Q92769
P54132	P40692
Q9NPI8	Q9HB96
Q9NPI8	O15287
P42574	P54132
Q13472	P54132
P11274	P19447
P10275	P50613
O14757	P30304
P20749	P19838
Q13547	Q9P0W2
Q9P0W2	Q13547
Q9UKL0	Q13547
Q96BD5	Q13547
O60341	Q9P0W2
Q96BD5	Q9P0W2
Q9UKL0	Q9P0W2
Q92769	Q9P0W2
Q9P0W2	Q92769
Q96BD5	Q92769
O95257	P12004
Q13363	Q13422
P54132	Q13111
Q13873	Q04771
Q04771	Q13873
P10275	P40763
P25054	O14980
Q14289	O43294
P24522	P06493
Q15583	Q13363
Q9HAW4	P38398
P51587	P60896
P35222	P12830
Q13772	P03372
P46736	Q99728
P51587	P46736
P29320	P04637
P35222	P18206
P12931	P56945
P55957	O14763
P25445	O14763
P61586	O14763
P19438	O14763
P26038	P15311
P52565	P15311
P52565	Q13158
Q14790	Q13158
P45983	P48023
P15311	P45983
P61586	P45983
P52565	Q14790
P25445	P61586
P52565	P19438
P12830	P38570
P00519	P11274
P24522	P12004
P05549	P25054
P49841	P15941
P15941	P49841
P35222	P25054
O15105	P36894
Q15291	Q71DI3
Q99728	Q05048
P56945	Q05397
P56945	P49023
P12830	P35221
P38398	Q9NVC6
Q9UBK9	P10275
P38398	P28749
O60934	P16104
Q99933	P10275
Q01094	Q14686
P10275	O75376
P10275	Q9Y618
Q9Y6N9	Q8N6Y0
Q14676	Q03188
P54132	O43543
P48552	Q13363
P35221	P35222
P38398	P68036
P51587	P27694
Q9UHK0	O60563
P62826	O14980
P56945	P46108
P06241	P27986
P06239	P27986
P27701	P48509
P27701	P21926
P22681	P16234
P10415	P01106
P00519	Q06609
P41212	P41212
P38398	Q9GZU2
P38398	Q16576
P38398	Q93097
P38398	Q8WX92
Q07817	P10415
P25054	P68400
P25054	P67870
P56945	P00519
P46109	P49023
Q9Y618	P10275
P42574	Q07820
P51532	P38398
P12931	P03372
P0DMV8	Q99933
P31947	O14639
P31947	Q8TEW8
P31947	Q92625
P31947	Q06481
P31947	Q96PE2
P31947	P15056
P31947	Q9P2M7
P31947	P56524
P31947	Q00839
P31947	Q96IF1
P31947	P33176
P31947	Q9Y2U5
P31947	Q9BPZ7
P31947	Q9P0L2
P31947	Q8TEW0
P31947	O00750
P31947	Q9UBF8
P31947	Q99959
P31947	O95685
P31947	A7KAX9
P31947	P61587
P31947	Q9H4B6
P61981	P31947
P31947	Q9P0V3
P31947	Q8NEM2
P31947	Q08AE8
P31947	Q13470
P31947	P61981
Q12888	O14757
Q00597	O15360
Q06609	O75771
Q06609	O43543
Q06609	O43542
O14757	P98170
P63167	Q12888
P22681	P46109
P12830	P12830
Q9UQL6	Q13363
Q9UKV0	Q13363
P38398	P10275
P35222	Q92793
P54132	Q15554
Q15554	Q14191
P15336	P15336
P05412	P15336
P54132	Q14191
P78527	Q13315
Q13535	Q66K89
P78527	Q66K89
Q13315	Q13541
Q13315	P49917
Q13315	P49959
P78527	P49959
Q13535	P28340
Q13535	O75943
P78527	P04637
P12830	Q03113
P12643	Q13873
P10275	O43294
P38398	Q71DI3
P38398	O75367
P28482	P10275
P24941	P38398
P11274	P10721
Q13315	Q12888
P04637	P31947
P46109	P00519
Q06609	P00519
P41212	P68133
P19022	P68133
O15360	P31749
O15360	Q13813
Q00597	Q13813
O15287	Q13813
O15360	P06733
Q92889	Q13813
Q00597	O14977
P49841	P25054
P30260	Q9H1A4
P30260	Q9NYG5
P13056	P10275
P43246	Q13315
O60934	Q13315
Q99728	Q99728
P05549	P35222
P08581	P35222
P15884	P35222
O15360	Q9H9A7
O15360	P54132
O15360	O14776
Q00597	O14776
P46109	P22681
Q00597	P06493
P22223	P22223
P03372	Q8WX92
P12004	O95257
P01112	P04049
P38398	Q92793
P24522	Q8TAE8
P22736	Q8TAE8
Q13972	P27448
Q8IUQ4	Q99708
P51532	P35222
P33151	P35222
O14757	P78527
Q92547	Q01094
P14923	P12830
O95257	P03372
O15287	Q00597
O15360	Q9NPI8
P38398	Q01543
P38936	P24522
O15360	P62879
Q13772	Q00403
P24928	Q00403
Q8NEZ4	Q71DI3
Q96ST3	Q9UKV0
P48552	Q9UQL6
Q99708	Q13422
Q96ST3	Q13422
P00519	P23458
O15360	P04264
P35222	P24666
Q9NS23	P46821
O15360	P11912
P49959	P40692
O60934	P40692
O15360	Q9BUB5
P49959	P43246
P24522	O75293
Q9H3P2	P18615
Q99708	Q08999
O15360	Q9NW38
O15360	P28066
Q13315	Q06609
O43502	O15315
P04049	P01112
Q66K74	Q9NS23
Q8NEZ4	Q15291
Q00597	Q13123
Q08211	Q04206
P38398	P35251
P40692	P35251
P49959	P35251
Q92878	P35251
O15360	O14879
Q99704	P29353
P51610	Q96ST3
Q13422	Q9Y618
Q13363	P20226
Q00403	P20226
P29083	P20226
Q92759	P20226
Q14686	P52655
Q13363	Q00403
P29083	Q15544
P35269	Q15544
P38398	P29083
Q13503	P29083
P35269	P29083
P38398	P35269
P24928	P35269
Q13503	Q92759
O14981	Q92759
P38936	Q9P287
Q01094	Q92547
O15360	Q13472
P46736	P51668
P04049	P21796
O43502	O43542
Q9Y3C5	Q9GZX5
Q15628	Q12933
Q15750	Q12933
Q04206	Q8NFZ5
Q9UHD2	Q04864
Q9UHD2	Q00653
Q9UHD2	P63208
P84022	P29590
Q15427	P36894
O94929	P68032
Q92769	Q96BD5
Q9UKL0	Q96BD5
O60341	Q96BD5
Q96S96	P04049
Q13547	P17844
Q13547	Q92841
Q92841	Q13547
P68431	P49450
Q76KD6	P23258
P55211	Q13075
Q15759	P29590
Q53HL2	Q96GD4
P49916	Q96FI4
Q15878	Q5JVL4
O75969	Q15506
P05556	P26006
Q9NPB6	Q9H8V3
Q9NPB6	Q05513
Q9H8V3	Q05513
Q8TEW0	Q9H8V3
Q96RU3	P02787
Q96GD4	Q9NQS7
Q6EMK4	P61812
P42694	Q9H7B4
P24928	Q9H7B4
Q9H7B4	Q16695
P10415	P00441
Q9GZS1	O15446
O15446	Q15572
Q9GZS1	O95602
Q6ZYL4	P50613
P19447	P18074
P19447	Q92759
P19447	Q13888
P19447	Q13889
P19447	P50613
P19447	P51948
Q99816	Q9H9H4
Q9H9H4	Q9UK41
P05771	Q8IV61
Q13315	P49736
Q13535	P49736
Q99856	Q06187
P29590	P62913
Q6DT37	P17081
P04637	Q99873
O15379	Q6UB99
Q9NZN4	P14672
P22307	Q03135
Q9BSI4	P54274
Q96AP0	Q9NUX5
Q9BTT4	Q9UHV7
Q9BTT4	Q9NVC6
Q9BTT4	O95402
Q9BTT4	P49336
Q9BTT4	Q9BWU1
Q9BTT4	Q6P2C8
Q9BTT4	O75586
Q9BTT4	O43513
Q9BTT4	Q9H944
Q9BTT4	Q9NX70
Q9BTT4	Q13503
Q9BTT4	Q9P086
Q9BTT4	Q9Y3C7
Q9NWA0	Q71F56
Q9NWA0	O75448
Q9NWA0	Q9Y2X0
Q9NWA0	Q9NVC6
Q9NWA0	O75586
Q9NWA0	Q96HR3
Q9NWA0	Q9H204
Q9NWA0	Q9BTT4
Q9NX70	Q93074
Q9NX70	Q9Y2X0
Q9NX70	Q71SY5
Q9NX70	Q9NVC6
Q9NX70	Q6P2C8
Q9NX70	Q9BUE0
Q9NX70	Q9H944
Q9NX70	Q9NWA0
Q9NX70	Q9NX70
A0JLT2	O95402
A0JLT2	Q96G25
A0JLT2	Q9H944
A0JLT2	Q9NWA0
A0JLT2	Q9NX70
A0JLT2	Q96HR3
A0JLT2	Q9BTT4
Q9H204	Q71F56
Q9H204	Q9UHV7
Q9H204	Q9ULK4
Q9H204	O95402
Q9H204	Q9NPJ6
Q9H204	Q96G25
Q9H204	Q9BUE0
Q9H204	Q96HR3
Q9H204	Q9H204
Q9H204	Q9BTT4
O95402	Q9UHV7
O95402	Q9ULK4
O95402	Q9BWU1
O95402	Q6P2C8
O95402	Q9NPJ6
O95402	Q13503
O95402	Q15528
O95402	Q9P086
Q9BTT4	P61218
Q9BTT4	O15514
Q9NWA0	P19388
Q9NWA0	P62487
Q9NX70	P61218
Q9NX70	P62487
A0JLT2	O15514
A0JLT2	P30876
A0JLT2	P19387
A0JLT2	P19388
A0JLT2	P62875
Q9H204	P52435
Q9H204	O15514
Q9H204	P30876
O95402	P52434
Q9NX01	O94906
P78396	P12956
P78396	Q0VD86
P24941	P12956
Q92738	O43707
Q9UBC3	O95347
Q9UBC3	O95239
Q9UBC3	Q96ST3
Q9UBC3	Q13547
Q96B97	Q6ZUM4
Q02156	Q99259
P57740	Q9BW27
P57740	Q12769
Q8NFH3	Q8WUM0
Q8NFH4	P57740
Q8NFH3	Q8NFH4
P55735	Q12769
P55735	Q8WUM0
P55735	O94979
Q15796	Q9UM13
Q9UM13	Q15796
P84022	Q14511
P23760	O94829
Q14135	P28347
Q14135	Q02078
O15273	Q9GZV1
Q14289	P22681
Q9Y5K6	P22681
P22681	Q9BX66
O75955	Q9BX66
Q86YW5	Q06124
Q8IY22	P21333
Q13683	Q14192
P61916	Q86SQ9
Q8NCE0	Q9BSV6
Q7Z6J9	Q8NCE0
Q7Z6J9	Q8WW01
Q92989	Q8NCE0
Q92989	Q7Z6J9
Q92989	Q9BSV6
Q8WW01	Q8NCE0
Q99836	O60602
Q9NWF9	O00762
Q9NWF9	O14933
Q9C0D0	P68133
Q9NPP4	Q9NPP4
Q9NPP4	P51811
Q96EV8	Q9UL45
Q96EV8	P78537
Q6QNY1	Q9UL45
Q6QNY1	O95295
Q6QNY1	P78537
Q8TDH9	Q6QNY1
Q8TDH9	Q96EV8
Q9NUP1	Q6QNY1
P78537	Q6QNY1
Q15554	Q92878
Q15554	P13010
Q9NYB0	Q92878
Q9NYB0	P13010
Q9NYB0	Q15554
Q9NYB0	P09874
Q99575	O95707
O95707	O95707
Q99575	O75818
O95707	Q969H6
P86397	P78346
P86397	O75818
Q9BUL9	Q99575
P28482	P49137
Q96IZ0	P13866
Q99873	Q08211
Q08211	Q99873
O43524	Q13485
P98177	Q13485
Q9UJX4	P30260
Q9NS23	Q969H4
Q969H4	Q13043
Q969H4	P04049
O14745	O14745
Q86VW2	P61586
P61586	Q86VW2
P17252	P05023
O14936	Q9H2G4
Q9UHV2	P42771
Q9BV36	P68133
Q96J02	Q14511
Q99996	Q15642
Q9UP83	Q9H9E3
P83436	Q9UP83
P83436	Q9H9E3
Q8WTW3	Q9H9E3
Q14746	Q9H9E3
O14763	Q3ZCQ8
Q7Z2E3	P04637
P09874	Q7Z2E3
P09874	P18887
Q96EZ8	O14746
Q9P2W9	O00161
Q13190	O75396
O43264	Q9P2W9
P41134	P15172
Q15464	P35968
Q14500	Q12959
Q14500	O14936
Q14500	O14910
Q14500	O14639
Q14500	Q13425
P48050	Q12959
P48050	O14936
P48050	P11532
Q6X4U4	P12643
Q8IYT8	Q96PV0
O00560	O75385
P25025	Q7L804
P25025	Q9ULV0
Q16623	P37088
Q16623	P51168
P84022	Q9Y297
Q99523	P01138
Q07954	P27824
Q07954	P27797
P22736	P10415
P10415	Q07817
P35968	Q9UIW2
Q9UKV8	Q9UHI6
Q13153	Q92974
P20226	Q00403
P48050	O14910
Q12959	Q14500
Q9HAP6	O14936
Q9HAP6	Q02410
Q9NUP9	Q02410
P12931	Q9Y210
Q07699	Q12860
P01730	Q13432
Q13432	P06239
Q9Y6K1	O75925
O75925	Q9Y6K1
Q13153	O15143
P31749	Q13153
P49758	P26358
P08865	P45973
Q9Y4I1	Q9BV36
Q9UBK2	Q96RI1
O15105	Q9HAU4
O75177	Q92793
O43439	Q06455
O75081	Q06455
Q5T9C9	O60331
Q9H334	O15409
Q9H334	Q8IVH2
Q14190	Q9HBZ2
O15516	O00327
O15516	Q8WYA1
Q70J99	P51159
O14777	Q8NBT2
O14777	Q9HBM1
O14777	Q9BZD4
Q9UHY8	Q05513
Q9Y3M8	Q71U36
Q9Y3M8	Q86VP1
Q9Y6X2	P84022
Q13485	Q9Y6X2
Q92793	Q9Y6X2
Q96S94	P24928
Q13164	P62258
Q16881	Q9NS18
Q8NDI1	Q9NZN4
O14939	Q92482
Q7Z3S9	P08246
O43318	Q15750
Q15750	Q9NYJ8
O15379	P15976
Q9Y2M5	Q9Y2M5
Q9Y2M5	P68133
Q9UK53	Q9NPF5
Q9NVZ3	O43747
O43747	Q8NC96
Q9UJY5	Q9NVZ3
Q14832	P35813
Q96FW1	Q8TEB7
P40818	Q96FW1
Q9Y221	Q76FK4
Q9H4I2	Q9Y6X8
P56945	Q9C0H9
Q6ZNA4	O43541
O15105	Q6ZNA4
P36956	Q8WVJ9
Q9H2X6	P23497
Q53GS7	Q9UBK9
O75694	Q53GS7
O43823	P30281
P30281	O43823
P10515	O00330
P10515	P11177
P35232	Q01094
P13501	P31431
P13501	P51681
Q14738	O96004
P17612	P61296
Q9UBK2	Q15648
Q9UBK2	Q9NVC6
Q9UBK2	Q13503
Q9UBK2	Q93074
P37231	Q9UBK2
P49798	P50148
Q9UHV9	P61758
Q8N5C8	Q9NYJ8
O43318	P52564
Q9NYJ8	Q9Y4K3
Q8N5C8	Q9Y4K3
Q9Y4K3	O43318
P49257	P00451
O94868	Q96QZ7
O94868	O14936
Q9NY61	Q96IZ0
O14599	Q66K74
P19022	P14923
P15311	Q09666
P15311	O60437
P15311	P02549
P15311	Q9BXM0
Q06187	P78347
Q13627	Q08170
Q13627	Q07955
P19338	P08047
P25815	Q15109
P48995	Q13255
P62913	P42771
P62913	P04637
P42771	Q00987
P04637	Q00987
Q13887	Q01105
Q6WBX8	O60921
Q6WBX8	O60671
Q99638	O60671
Q99638	O60921
Q99638	O75943
P63279	O75925
P63279	O95551
P63165	O75928
P63165	Q9H2X6
P68400	O75379
P62166	Q9UBF8
Q9BRA2	P01185
Q03164	P01178
Q9BRA2	P23528
O75943	P35249
O75943	P40937
P13569	P48048
O75410	Q14008
Q8NHU6	O75410
Q14008	O75410
Q8NHU6	Q00537
O60941	P33176
Q14203	P08670
Q8WXI2	P04049
P27348	O00168
Q9UKB5	P12830
Q96L34	P35579
Q96L34	P35580
Q96L34	P68133
Q96L34	P07437
Q96L34	P11137
