Q86TC9	P35609
Q9Y2Q3	Q8WUM4
Q9Y5L4	Q9Y376
Q9NX58	P78386
Q96BK5	Q9NW61
O43660	O75934
Q9Y2Q3	P58107
P35613	O14593
P61981	P10398
Q96RG2	O75716
Q31612	P23526
P05787	O95757
Q9UGT4	P09382
P56537	O43665
Q96EZ8	P67870
O95400	Q53GS9
Q9UGT4	Q9NYU2
P27348	Q9NSK0
Q13617	Q9Y376
Q9UBN6	P42704
P78545	P07237
P27348	Q96T60
Q9Y2Q3	P52272
P01241	P09960
O15479	P39019
O75365	Q9UIA9
P29372	Q96AG4
Q15008	P48556
O43586	P62910
O75365	O43242
P31946	Q96F86
Q9UHX1	P07237
O60496	O95757
Q9Y2Q3	Q9UGP8
O00182	P14923
Q14164	P31939
O15479	P62899
Q9BRP4	P48556
Q96EZ8	Q5T4S7
Q06609	Q9Y5L4
Q16394	P26441
Q9NX58	Q2NL82
Q9UBC1	Q9H307
Q8WTW4	P61081
P30305	Q92764
Q9Y2Q3	P99999
Q14164	P55072
P23508	P48730
O00141	P49411
Q9UHX1	Q92945
Q15654	Q9H8S9
O76081	Q15126
Q96BK5	P46783
P19532	Q13617
Q9NX58	Q8TDN6
Q9HC98	Q8TEX9
P61026	P61966
O43665	O00422
P63104	O00273
P62633	P61247
O75363	P63167
Q9ULA0	O76013
Q31612	P15311
Q14240	P06730
Q9NSA3	Q9H3G5
P78549	P36639
Q96DI7	O94906
P23508	P35580
O75716	Q9NPJ1
P49662	Q6UB35
Q15008	P51665
O15479	P62263
Q9UNM6	P48556
Q31612	P26639
O15121	P11217
O43427	O15294
O00182	Q15758
Q9HC98	Q8TDX7
Q9NSA3	Q9UL42
O60739	P61247
P05452	P05783
Q15287	O43809
P61081	P10644
Q7L1Q6	P24390
P78545	O00571
Q96EZ8	O95071
Q9NVP2	O60496
Q9UBE0	P55854
P40337	P20618
Q9UJU6	Q9ULA0
Q15287	Q16630
Q9P1U1	P11802
P31946	Q9Y6M7
Q9NPH0	Q9H2U1
O75618	P50053
Q14232	P13667
Q96DI7	P08579
P50053	P61626
Q6XUX3	P61604
P62633	Q99729
O60427	Q9BRP4
O75771	Q96JH8
P61981	Q9Y383
P27348	Q9P0K7
O14874	Q9H9S4
O75352	Q15126
P63279	P63165
Q9NPF4	Q14657
O94921	P01877
Q13530	P45880
P63279	P55854
P61081	Q8TBC4
P51148	Q9UH99
Q9UHX1	O00571
P31939	P23458
O95999	P62807
Q05084	Q9NPJ1
O43586	P18077
Q9NX58	Q9BZE4
Q6XUX3	P20618
Q9Y2H1	Q9H8S9
Q9Y376	Q6P2I7
Q9HC98	P33993
Q9Y230	O00469
P27348	Q7KZI7
Q00597	Q6P2I7
O60739	O15372
Q15773	O95831
P16035	O76070
Q7L1Q6	Q92611
Q9Y5V3	Q6UB35
Q15287	Q9Y2W1
Q15853	O15392
Q9BUP0	Q07283
O43353	Q96CX2
P35613	Q9H6Z4
P49662	Q86Y56
Q9UHX1	O00425
O14519	P01876
Q9NY93	Q02543
Q9Y2Q3	P04843
O75688	P06396
Q13530	P53985
P61966	P61619
Q9Y6F1	P13995
O75832	Q9BRP4
P49407	Q96GQ7
O60739	P46781
Q9UBC1	Q9Y676
P84996	Q16658
Q6IBS0	P52907
Q6IBS0	P47756
Q9UHX1	Q9Y6M1
O43791	O60496
P31946	P27448
P61966	Q6P2I7
Q9P1U1	O15145
Q9NY93	P62750
O75365	P16615
Q15287	Q8IYB3
P23508	O15067
Q96T60	Q9Y4W2
P14678	P57678
P27348	P04049
Q13617	P27105
Q99608	P61619
Q96CS7	Q9NSB4
Q99623	Q9Y4E8
P40337	Q7Z443
Q9H8T0	Q29RF7
O60739	P35244
Q6XUX3	P49720
O60232	Q96NW7
Q15714	Q86Y56
Q9P1U1	O15511
Q15773	O76081
Q96CS7	O76011
Q15126	P05455
Q15654	Q9Y2W1
Q9NY93	P61254
P63167	P11940
Q7L1Q6	Q14203
Q14232	Q13144
Q15773	O76071
Q9Y2B9	P35244
Q6XUX3	Q13257
Q9NPH0	Q9UBM7
Q9BWU1	Q8TBZ2
Q15008	P25787
Q9UHX1	Q05519
Q15170	Q9UNL2
Q15714	Q16795
P25942	Q9BS26
P60520	Q04637
O75352	Q9H0J4
Q7L1Q6	Q96QZ7
P04406	Q9H0J4
O15479	P49207
Q00169	Q8NB16
Q15170	P63151
P78543	Q96LI5
Q9NX58	Q08211
O75352	P61247
O75365	Q14558
P35613	Q9UBB4
Q9Y2U9	Q9UMR2
Q9Y5V3	Q12769
Q13418	O94832
O75365	P57088
Q15287	P63010
Q15287	P50053
Q9UHX1	Q9HCE1
P31930	Q9Y5M8
Q99608	Q9Y679
O75688	Q13310
Q99623	Q6P996
Q15287	Q8WXA9
P49407	Q16627
Q9NY93	P62249
Q13418	Q86Y56
Q96T60	O75746
O76081	Q92504
O00422	O00571
P31946	Q9Y2A7
P61981	O75643
O14874	P12694
P60510	P62714
O43586	P42766
P31939	P09012
Q9NY93	Q8IY81
Q13418	Q15404
P56537	P55786
O60285	P05109
P24941	Q96JH8
P78545	P05161
Q15287	Q9UHX1
P40337	P37802
P62330	P56537
P52565	Q9NZI8
P28566	P43686
O43586	P47914
O43353	Q99623
P27348	Q15276
P27348	P40818
P63167	O00571
Q9NX58	P46778
Q9UBC1	Q7Z794
Q96FZ7	Q6DKJ4
O60739	P54577
Q9HC98	Q8N1F7
Q5TCY1	Q92621
P40337	Q9P031
Q96T60	Q86Y56
P49407	P23458
P49662	Q14683
P11802	Q9NS64
Q13617	Q16875
Q9NY93	Q6P158
P23508	P56192
O75688	P07355
O75365	P52272
P52948	Q9H8S9
Q9UNM6	P25786
Q6XUX3	P24539
P40337	Q16878
P61981	Q6P597
P14678	O43719
P40337	O95340
Q9P2S5	P24941
P78545	P27797
O60739	P37802
P84996	P22234
Q9Y4K3	O60573
P27348	P26196
Q9BRX2	O75746
P62633	O43390
O95400	P62308
O60739	P84090
Q15287	Q8WUQ7
Q92956	P07237
P55199	Q8IXJ6
P41235	Q13310
Q9P2S5	P46379
Q9Y5S2	P81605
Q9UJU6	Q8TDY2
Q96T60	Q5T9A4
Q9Y478	O43741
O43586	P49207
Q9NVP2	Q96HA7
P23508	P00492
Q15008	P28074
Q96BK5	P62857
Q9P2S5	O43242
O94817	Q676U5
O76071	P51784
Q9BRP4	P62333
Q13418	Q9NZI8
Q9UHX1	P11940
P31946	Q9H4L5
P49841	Q01844
Q15287	Q15393
O75363	Q9Y230
P52429	P08559
P63104	Q6ICG6
Q9NVP2	Q04323
Q9HC24	P13073
P11171	P37802
O75569	Q14558
P61981	P08069
P27348	Q7Z401
Q14164	Q9Y230
P23508	Q13200
P78396	P23508
Q9NY93	P22087
P78545	P29692
P78549	O14556
Q6XUX3	P30046
O00422	P60228
O75815	P11940
O95400	P81605
P24941	P22087
Q9NVP2	P63167
Q14164	Q9P2J5
Q13418	P06702
Q6XUX3	Q3MHD2
Q9Y6E0	P17844
P31930	P31689
P40337	P23508
Q9P2S5	P51571
Q13418	Q01844
Q15287	Q9UJV9
P60520	Q8TD19
O15519	O60496
Q9Y5V3	Q9P031
Q99623	Q3ZCQ8
Q9P2S5	Q9UHV9
P60510	Q16204
O60232	Q02413
Q9Y2Q3	P43243
Q13418	P56192
Q9Y5J5	Q9C0E2
Q9UNM6	P60900
Q9Y6E0	P31942
Q13418	Q14558
Q9Y5V3	P60228
P23508	P22234
P78330	Q14558
O75815	P12268
Q9NY93	P62273
P84996	P34897
Q9Y664	P41732
O14908	Q96T76
Q14240	Q13332
Q9NX58	Q9NSB4
P40337	Q12996
Q12834	Q9BYQ4
Q9Y4K3	Q9UDY2
Q9Y5V3	Q9Y678
Q9Y6E0	Q8WUM4
Q5TCY1	Q9H583
P11802	Q04323
Q9Y6J8	P78330
O76081	Q9UI30
O00442	P62750
P40337	P46781
P27348	P46778
O60739	Q15369
Q9HC98	Q5JVF3
Q96BK5	P62249
P63104	O95544
Q9Y5V3	P41252
O75365	Q96T76
Q15287	P61289
P31946	Q96TC7
Q9Y5J5	Q15029
O76081	Q96CS3
Q15714	P35244
P63104	P62899
Q14164	Q7KZF4
Q92956	Q15084
P25942	Q92504
P40337	Q99700
Q9NVP2	P78330
Q9NX58	P52294
Q9HC98	P24390
P61981	Q96TC7
Q9NY93	Q8N983
Q9NY93	P37108
P61981	Q7Z401
P62633	P84090
P24941	Q14CX7
Q13418	P35606
Q9Y5V3	P04792
Q9Y478	O75643
Q9P2S5	P25205
P11171	O15067
O14730	P43686
Q9Y4K3	P21796
Q13418	P84090
Q9HC98	Q16543
Q9Y4K3	P17812
O95801	Q5W0B1
P29372	P43487
Q9HC98	Q9Y230
O43791	O14986
P24941	Q9H1Q7
Q9HC98	Q13200
O00442	Q02543
Q9P2S5	O15294
P27037	P57105
Q13094	P27986
Q13094	P16333
Q9UQL6	Q15139
Q04864	P51003
Q04864	Q04206
Q13233	P62277
Q99759	Q16543
Q99759	P34932
Q99759	Q7KZI7
P19838	P35606
P19838	Q00653
P19838	Q04206
Q00653	Q04864
Q00653	O00571
Q00653	Q92896
Q00653	Q00653
Q00653	P62888
Q00653	Q02878
Q04206	Q13576
Q01201	Q00653
Q01201	P51784
Q9NYJ8	O75390
Q9UHD2	Q16543
Q9UHD2	A7MCY6
P20333	Q9BXW9
Q9Y4K3	P35998
Q9Y4K3	O43242
Q9Y4K3	P51665
Q9HAW0	P57088
Q9HAW0	O60762
Q9HAW0	O43795
Q9HAW0	Q8IYB5
O95400	Q96DG6
Q96JB5	O94874
Q96JB5	P40616
Q13617	Q96DG6
Q92796	Q9UQM7
Q92796	P78386
Q92796	O76011
Q92796	P04083
Q92796	Q13617
Q92796	P62807
Q9ULA0	O76009
Q93063	O75716
Q93063	P82279
O60739	P24752
P49841	Q9Y3F4
Q96DI7	O75533
Q9NX58	Q9NR30
P43360	P42704
P43360	P39656
P43360	P78344
P43360	Q8N163
P43360	Q9HAV4
P43360	Q04637
P43360	Q86Y56
P01106	Q8N6R0
P01106	Q92621
P01106	Q9NVI1
P01106	Q9BQG0
P01106	Q9UL63
P01106	O43795
P01106	Q8N163
P22392	Q15435
P22392	P53396
P22392	P62807
P22392	Q9Y230
P22392	O14818
P22392	P31948
Q9GZS1	O15160
Q9Y5J5	Q8IYB5
O75940	O75533
Q9Y6E0	P15924
Q15583	Q9NPJ1
Q15583	O75716
P40337	Q13526
Q9P2S5	Q8IYB5
P61981	Q92538
P62633	P51991
P62633	O76021
P54132	Q13472
Q9UBL3	Q9UBL3
P51610	Q03164
P61964	Q03164
O00255	Q15291
Q03164	Q15291
Q9UBL3	P61964
Q9Y5Z7	P61964
Q03164	P61964
Q14686	Q8NEZ4
P42771	P11802
P10275	P41235
P25054	P35222
P38398	Q99759
P23458	P40763
Q16611	Q16611
Q07820	Q16611
P31749	P10275
P38398	P52292
Q99638	P10275
P35222	O15169
O43504	Q14686
Q14686	Q92793
Q14686	P10827
Q15654	Q05397
Q15654	P49023
Q12888	P15927
Q14683	Q9UQE7
Q13315	P04637
Q99728	P16104
Q99728	P51668
Q99728	P38398
P41743	Q92934
Q07817	Q16611
P10415	Q07812
P07332	P11274
P49768	P35222
P67870	P38398
P25054	P68366
Q07817	Q07812
P38398	P01106
P38398	Q13287
P04637	P54132
Q12888	P04637
P54132	Q12888
P16104	Q06609
P38398	P38398
P38398	P49790
P38398	Q99708
P38398	P24928
P24928	Q13503
P38398	P05412
P38398	P49959
P38398	O60934
P38398	Q00536
O43684	Q13547
Q12834	Q13547
O43684	Q92769
Q9NPI8	O15360
P00519	P06400
P22681	P43403
P10275	P51946
P43246	O14757
P38398	P03372
P12830	P35222
Q13547	Q92769
Q92769	O60341
Q96BD5	O60341
P10275	P10275
O43541	Q13363
Q13873	P36896
O60716	P12830
P15941	P35222
P12931	Q92731
Q00653	P20749
P20749	Q01201
P11274	P00519
P46736	P38398
Q99728	Q06609
P46736	Q06609
P08047	P10275
Q14498	Q92731
Q14498	P03372
Q99728	Q01844
Q9BXW9	P51587
P15311	P55957
P15311	O14763
Q13158	O14763
P48023	O14763
P45983	O14763
P26038	O14763
P25445	P15311
P61586	Q13158
P25445	Q13158
P55957	P48023
P15311	P48023
Q13158	P48023
P26038	P48023
Q14790	P48023
P61586	P48023
P52565	P48023
P55957	P45983
P25445	P45983
P26038	P45983
P61586	P26038
P26038	Q14790
P15311	P19438
Q13158	P19438
P25445	P19438
P48023	P19438
P41212	Q9UQC2
P49841	P10275
Q00597	P42224
Q00597	P09211
Q92878	P49959
Q12834	Q13257
P07948	P15941
Q14686	Q71DI3
Q9UBL3	Q16695
P38398	Q05048
P38398	P33240
Q9UI95	Q12834
P56945	Q9HBL0
Q6ZW49	Q12888
Q06609	P04637
P46736	P04637
P0DMV8	P10275
P56945	P12931
P53350	P51587
Q03135	P10275
P05412	P10275
Q92793	P16220
Q14686	P19793
P25054	Q15555
P24385	O15379
P38398	P08047
Q14676	P43694
Q14676	Q969S8
Q14676	Q9BY41
Q14676	Q00987
Q14676	P24928
Q14676	Q14191
P55317	P10275
O75771	P54132
P51587	Q15796
P51587	P84022
P48552	P56545
Q9UBS8	P10275
P14923	P35221
P61968	Q86U70
P63104	P04049
O75376	P10275
P01106	P28482
Q99708	Q99708
P04637	P04637
P56945	P46109
P04637	P27694
P27448	Q13972
P00533	P35222
P35222	Q13526
P06400	Q99708
P51587	O60566
O14757	P31947
O14757	P04637
Q16576	P38398
P38398	P62899
P51587	Q9BXW9
P38398	Q13085
Q06609	P54132
P54132	P27694
P12830	Q14344
P10275	P43364
P35222	P15884
P31947	Q6P4F7
P31947	Q12774
P31947	P68400
P31947	Q86UW9
P31947	Q14451
P31947	Q8WUI4
P31947	O00515
P31947	Q86X29
P31947	Q7KZI7
P31947	Q6WCQ1
P31947	Q9H4L5
P31947	Q9Y446
P31947	Q8ND30
P31947	Q99418
P31947	P78406
P31947	Q8IUC4
P31947	Q9BRG2
P31947	Q9UQ35
P31947	P78524
P31947	O15056
P31947	P30291
P31947	Q14966
O14757	P54132
Q06609	Q06609
Q06609	O15315
Q06609	O43502
P51587	P21333
P15941	P14923
P60484	P10275
P20749	Q86UW6
P25054	O15169
P36894	P12643
P22223	P12830
Q13547	Q13363
O15379	Q13363
P56524	Q13363
Q9ULJ6	P10275
P10275	P04637
P35222	P15941
Q99728	P62837
P78527	Q10567
Q13315	Q13315
Q13535	P51587
Q13315	O14757
P78527	O14757
Q13535	P49917
Q13535	P49959
Q13535	P42336
Q13315	O75943
P78527	O75943
P78527	Q99708
P78527	Q14191
P41212	P62993
P04271	P04637
P35222	Q9UJU2
Q13873	P36894
Q13873	O00238
P18075	Q13873
Q13315	P51587
Q8WX92	P03372
Q13972	P31946
O14980	P25054
P14923	P25054
P30260	Q9UM13
P30260	Q9UJX4
P30260	Q9UJX3
P10275	Q14686
Q99929	Q14686
P06400	Q14686
O75293	Q99683
P00519	Q13315
P38398	Q13315
Q9BXW9	Q13315
P40692	Q13315
Q92878	Q13315
Q06609	Q13315
O15360	Q13838
P20248	P38398
P38398	P51587
Q14155	P22681
Q13257	Q12834
Q12834	P30260
O95257	P38936
P00519	P16220
O75293	Q8TAE8
P00519	P46109
P38398	Q13363
P33151	P35221
P10586	P35222
P35221	O60716
O15360	Q9UER7
Q92835	Q99704
P20936	O60496
P08581	P12830
Q9Y6Q9	Q09472
P60484	P03372
Q13813	O15360
O15360	O15360
Q13813	Q00597
Q9HB96	Q00597
O15360	Q9HB96
O15287	Q9NPI8
O15287	O15287
P36894	P68106
P06493	P24522
P10275	Q9Y3R0
O15360	P14625
Q00597	P14625
Q00597	P07900
Q00597	P11142
Q14498	P05412
P25054	P14923
P22223	P14923
P33151	P14923
P25054	Q92845
Q00597	P04264
O15105	Q9UJU2
P52701	P40692
P12931	Q8IZL8
O60934	P43246
Q92878	P43246
Q99728	P52701
P43246	P52701
O60934	P52701
O15360	P20591
Q8TAE8	O75293
O15287	O75298
Q00987	O15350
O15360	P43490
Q13772	Q92831
P10275	Q8IZL8
O15360	Q8WWY3
P01112	Q8IZJ4
Q99929	Q15291
Q13315	P35251
P54132	P35251
P52701	P35251
Q9H3P2	P24928
Q12888	P27694
O15360	P27694
O15360	Q07020
O15360	O00141
Q99704	Q92835
O60496	Q92835
P29353	Q92835
Q13363	O14893
P10275	P12931
Q14686	P12931
O15360	Q12962
O14981	P20226
P35269	P20226
O15360	P49368
Q13422	Q00403
P24928	P29083
P38398	Q92759
P68133	Q15654
P23458	P42684
O15360	Q92889
P20333	Q12933
Q9UHD2	Q12933
Q92844	Q12933
Q9Y6K9	Q9UHD2
Q14164	Q16543
Q14164	Q13451
Q14164	Q86UP2
Q9UHD2	Q9Y297
Q9UHD2	Q13616
Q9UHD2	Q04206
Q04864	Q8NFZ5
P26378	Q9UBU9
Q13427	Q9H307
P29590	Q15796
P84022	O95405
O95405	P29590
O15379	Q15759
Q9UHC3	P78352
Q96S96	Q02750
Q9UQB8	Q12929
Q6PKX4	P07949
Q76KD6	P30260
Q12834	Q76KD6
P55211	P98170
O14727	Q96GX9
Q96GX9	O14727
O14727	P55211
P60953	Q5T0N5
Q969V3	Q15155
Q99816	Q12840
Q99816	Q15811
Q96RU3	Q96RU3
Q05193	Q9BY11
Q53HL2	Q9P258
Q96GD4	Q96GD4
Q96GD4	Q53HL2
Q9UK41	Q8NEZ2
Q9H7B4	P42694
Q9H7B4	P24928
P00441	P10415
Q9BSI4	Q96AP0
Q9NUX5	Q9BSI4
Q9BSI4	Q9NUX5
O15446	O15160
O15446	Q9GZS1
Q9GZS1	P17480
Q6ZYL4	P19447
P19447	P32780
P19447	Q6ZYL4
P19447	P51946
Q9BUN8	P13746
P42336	Q8IV61
Q05655	Q8IV61
Q02156	Q8IV61
Q8IV61	Q05655
P29590	Q00987
P04637	Q86X55
P28482	O60504
Q9Y6Q9	Q6UB99
Q6UB99	O15379
Q12846	Q8N3L3
Q8N3L3	Q16623
Q96CW1	Q9NZN4
Q03135	P22307
Q9BSI4	Q9NYB0
Q9BTT4	Q9ULK4
Q9BTT4	P24863
Q9BTT4	Q9NPJ6
Q9BTT4	A0JLT2
Q9BTT4	Q96G25
Q9BTT4	Q9BUE0
Q9BTT4	Q96HR3
Q9BTT4	Q9H204
Q9BTT4	Q15648
Q9BTT4	O75448
Q9BTT4	Q71SY5
Q9BTT4	Q15528
Q9NWA0	Q9UHV7
Q9NWA0	Q9ULK4
Q9NWA0	O95402
Q9NWA0	P49336
Q9NWA0	Q9BWU1
Q9NWA0	Q6P2C8
Q9NWA0	O43513
Q9NWA0	Q9H944
Q9NWA0	Q9Y3C7
Q9NWA0	Q15648
Q9NX70	Q71F56
Q9NX70	Q9UHV7
Q9NX70	Q9ULK4
Q9NX70	Q96RN5
Q9NX70	O75448
Q9NX70	P24863
Q9NX70	P49336
Q9NX70	Q9P086
A0JLT2	Q71F56
A0JLT2	Q9UHV7
A0JLT2	Q93074
A0JLT2	O60244
A0JLT2	Q96RN5
A0JLT2	O75448
A0JLT2	Q9Y2X0
A0JLT2	Q9NVC6
A0JLT2	P24863
A0JLT2	P49336
A0JLT2	Q9BWU1
A0JLT2	Q9NPJ6
A0JLT2	Q9H204
A0JLT2	Q15648
Q9H204	O60244
Q9H204	Q9Y2X0
Q9H204	Q71SY5
Q9H204	P24863
Q9H204	P49336
Q9H204	Q6P2C8
Q9H204	A0JLT2
Q9H204	O43513
Q9H204	Q9H944
Q9H204	Q9NWA0
Q9H204	Q9NX70
Q9H204	Q15648
O95402	Q71F56
O95402	Q93074
O95402	Q15648
O95402	O60244
O95402	O75448
O95402	Q71SY5
O95402	P49336
O95402	O75586
O95402	O43513
O95402	Q9H944
O95402	Q9NWA0
O95402	Q9BTT4
Q9BTT4	P19387
Q9BTT4	P52434
Q9BTT4	P52435
Q9NWA0	P19387
Q9NWA0	O15514
Q9NX70	P52435
Q9NX70	P30876
Q9NX70	P19387
Q9NX70	P19388
A0JLT2	P62487
A0JLT2	P36954
Q9H204	P24928
Q9H204	P19387
Q9H204	P62875
O95402	P52435
O95402	O15514
O95402	P24928
O95402	P19387
O95402	P19388
O95402	P61218
O95402	P36954
O95402	P62875
Q92945	O95453
Q96L73	Q96IT1
O75525	Q8IUQ4
P78396	Q8NEP7
Q13227	P78396
P24941	Q0VD86
P24941	Q9BWF3
Q9UBC3	Q9NTJ3
Q9UBC3	O60264
Q6ZUM4	P60953
P17612	Q05329
P17612	Q99259
Q96EE3	Q9BW27
P57740	Q8WUM0
Q8NFH3	P57740
Q8NFH3	Q12769
P55735	P57740
P55735	Q9BW27
Q9UM13	P84022
Q13936	Q9NZU7
Q92793	Q04206
P04637	Q9GZV1
P53675	Q9Y5X3
Q00610	Q9Y5X3
O94875	P22681
Q9BX66	P22681
P22681	Q9Y5K6
O75955	O94875
Q13683	Q13643
Q9BSV6	Q8NCE0
Q8NCE0	Q8WW01
Q8WW01	Q7Z6J9
Q8WW01	Q9BSV6
Q9Y5Q3	Q9Y5Q3
Q96RK4	Q14203
Q9NR96	Q9NWF9
Q99836	O60603
Q99836	O00206
Q9NWF9	P62256
Q9NWF9	P68036
P62136	Q9C0D0
P18887	P12004
Q9NPP4	Q96P20
P29466	Q9NPP4
P29466	P51811
Q9UL45	Q6QNY0
Q9UL45	Q96EV8
Q9UL45	Q8TDH9
Q96EV8	Q8TDH9
Q96EV8	O95295
Q96EV8	Q6QNY1
Q96EV8	Q6QNY0
Q6QNY1	Q6QNY0
Q6QNY0	P78537
Q6QNY0	O95295
Q6QNY0	Q9UL45
Q6QNY0	Q8TDH9
Q9NUP1	O95295
O95295	Q6QNY1
O95295	Q96EV8
P78537	O95295
Q9NYB0	P12956
P38398	Q9HAW4
O95707	Q99575
O75817	Q9BUL9
O95707	P78345
Q9BUL9	O75817
P78345	O95707
Q6WN34	P08476
Q96IZ0	Q9GZV3
Q9GZV3	Q96IZ0
P84022	P98177
P84022	O43524
P84022	Q13485
Q12778	Q13485
Q969H4	Q13188
P42575	P78560
Q9HB75	P78560
P28482	P05023
Q92804	Q15424
Q15424	P03372
Q8NER1	O95295
Q8IUC6	Q13546
Q9Y572	Q8IUC6
Q96GD4	O75410
O75410	Q96GD4
Q9H9E3	P83436
Q9UP83	P83436
Q9NX52	Q15768
Q5QJE6	P37231
Q5QJE6	Q92731
Q9UJT2	Q96PF2
Q96PF2	Q96PF2
P18887	P09874
O94985	P49768
P01112	Q13671
P01112	Q12967
P01112	O15211
Q9P2W9	O43264
Q9P2W9	Q6NUQ1
Q14500	Q9NZW5
Q14500	Q02410
Q14500	Q92796
Q14500	Q15700
Q14500	P11532
Q14500	Q9Y4J8
P48050	Q9NUP9
Q9H4E7	P15153
Q6X4U4	P12644
Q6X4U4	P18075
O75385	Q96PV0
O00560	P20339
Q9Y297	Q13485
Q13485	Q9Y297
O75586	Q96RN5
O75586	P49336
Q9Y618	Q06455
Q07954	Q13087
P10415	P22736
P19793	P22736
P10415	Q16611
Q9UKV8	P57678
Q92974	P27348
Q8IZQ8	Q969V6
Q12959	O14910
Q12959	Q9NUP9
Q12959	Q02410
O14910	O14936
O14910	Q12959
Q9NUP9	O14936
Q9NUP9	Q12959
Q8IV45	P19838
Q03405	P01042
P06241	Q9Y210
P49336	P17676
O95402	P17676
P06241	Q13432
Q13432	P06241
Q9HAU4	O95630
O76080	Q9Y6K9
P63279	Q9Y6K1
Q969H4	Q12967
Q9H8T0	P31749
Q9UPA5	O15083
Q9UPA5	Q86UR5
Q92598	Q9NP97
Q92598	Q15102
P36897	O15105
O75177	Q09472
Q92888	Q92888
O75925	Q8WWQ8
Q5T9C9	Q99755
O15068	P07998
O15068	P60953
Q13363	O15409
Q9H334	Q9H334
O15409	O15409
P49674	P56645
Q9Y3M8	Q9H4G0
Q9Y3M8	Q6STE5
Q9Y6X2	Q15796
Q09472	Q9Y6X2
Q9HBW0	Q15654
Q9UKR3	P01023
Q14643	Q9NZU7
P51571	Q76N89
O14939	Q03135
Q92482	Q03135
O43318	Q8N5C8
Q15750	Q8N5C8
Q9NYJ8	O43318
P56524	P15976
P18847	P05412
O43747	Q9NVZ3
Q8TEB7	Q96FW1
P40818	Q8TEB7
Q09428	Q8WZA2
Q76FK4	Q7L523
Q76FK4	Q9NQL2
Q8TD19	Q08945
Q9Y6X8	Q9H4I2
Q13464	P30304
Q9C0H9	P56945
Q6ZNA4	O15105
Q9NP99	Q9NP99
P63096	Q9Y4H4
O95931	Q06587
Q53GS7	O75694
Q53GS7	P13645
Q92831	O00327
Q99743	Q09472
O43823	P24385
O43823	P30279
P84022	P46531
P21817	Q13061
P13501	P18827
P17252	O96004
P17612	O96004
Q9UBK2	Q9Y2X0
Q9UBK2	O60244
Q9UBK2	P37231
O15492	Q14344
O60925	Q71U36
Q99471	O15212
Q96AV8	Q96AV8
Q9NYJ8	Q9NYJ8
P19022	P35222
P19022	O60716
P19022	P55287
Q13627	Q13243
Q13627	Q8N2M8
Q2M1K9	P09874
Q9Y4X5	O60573
O60784	Q7Z3T8
Q9Y3Y4	O00512
Q00987	P62913
Q00987	P46777
P42771	P62913
P04637	P62913
Q13887	Q09472
Q6WBX8	O75943
Q9UNS1	Q49AN0
Q9UNS1	O14757
P10275	Q9ULJ6
P63279	Q9H2X6
P63165	O95551
P41220	Q13976
Q9BRA2	F8WCM5
Q03164	F8WCM5
Q9BRA2	P63167
O75943	P40938
Q9NS23	P23258
P20339	Q15075
Q14203	Q14204
Q8WXI2	Q13129
P05026	O00168
Q96L34	P34932
Q96L34	P27816
Q96QT4	P02686
Q99608	P08138
P61962	Q13627
Q96QU8	P50552
Q96QU8	P62826
P19438	Q8TEL6
Q8TEL6	Q9Y6K9
Q8TEL6	Q12933
O15111	O75688
P22087	Q99873
P22087	Q13748
P23921	P31350
Q8WZ42	Q86SG2
Q86TC9	Q15327
Q8WZ42	Q9GZV1
Q15327	Q8WZ42
Q03001	Q14203
O14745	P48764
Q9H307	Q9UQ35
Q9H307	Q08170
Q9Y613	P63261
Q9Y613	Q9Y613
P19838	Q13887
P49768	Q92542
P49768	Q9NZ42
Q92542	Q9NZ42
Q9NZ42	Q96BI3
Q96BI3	Q92542
Q96BI3	P49768
Q96BI3	Q9NZ42
P05155	P16581
P05155	P16109
Q16790	P12830
Q8TE68	Q8IZP0
Q9H6S3	Q8IZP0
Q8TE68	Q07889
Q9H6S3	Q07889
O60784	Q00610
Q9UEW8	P55011
Q9UEW8	Q96J92
Q9UEW8	Q92598
Q16539	Q9UEW8
P41238	O95429
O60260	Q99719
P43403	Q9UJU6
P40337	P17980
P17980	P40337
P40337	Q16665
Q13905	P08631
P11161	P51610
Q5T2W1	O14745
P63096	Q86YR5
P53667	P49918
O75376	O15379
O15379	Q86T24
Q92900	Q9BZI7
Q9HAU5	Q13868
Q9HAU5	Q9NPD3
Q9H1J1	Q9BZI7
Q9H1J1	Q13868
Q8IYI6	P11234
Q15311	P11233
Q15311	P11234
Q96KP1	P11234
Q9Y2X7	P19174
P19174	Q9Y2X7
Q8TDU9	Q8WXF3
P13688	P07355
P04150	P40763
Q14676	P04637
Q14152	P55884
Q14152	O75822
Q9UBQ5	O75821
Q99081	Q7RTU1
Q6ZSZ5	P62873
Q16625	Q9UDY2
Q96AX9	P68133
Q15014	P06400
Q15014	Q9UKV0
Q6XZF7	P68133
Q6XZF7	Q71U36
Q6XZF7	A6NGB9
Q86YM7	P48995
P31751	Q7Z6J0
P41208	A8K8P3
P07858	P04080
P34932	P25685
Q13087	Q7Z4N8
Q9Y463	Q96S59
Q96S59	Q9Y463
P35462	Q96NY7
P35462	O14908
P14416	Q96NY7
O75886	P40818
Q9BPY8	Q92769
Q9UHC6	Q02246
P40616	Q8IWJ2
P40616	Q13439
Q5MJ70	P46527
P20339	Q8TB24
